id,asset,year,rep_period,time_block_start,time_block_end,min_operating_point,dual_start_up_trajectory_lower_bound,dual_start_up_trajectory_upper_bound
1,BE_Coal,2030,1,1,3,0.325,0.0,0.0
2,BE_Coal,2030,1,4,6,0.325,0.0,0.0
3,BE_Coal,2030,1,7,9,0.325,0.0,0.0
4,BE_Coal,2030,1,10,12,0.325,0.0,0.0
5,BE_Coal,2030,1,13,15,0.325,0.0,0.0
6,BE_Coal,2030,1,16,18,0.325,0.0,0.0
7,BE_Coal,2030,1,19,21,0.325,0.0,0.0
8,BE_Coal,2030,1,22,24,0.325,0.0,0.0
9,BE_Coal,2030,2,1,3,0.325,0.0,0.0
10,BE_Coal,2030,2,4,6,0.325,0.0,0.0
11,BE_Coal,2030,2,7,9,0.325,0.0,0.0
12,BE_Coal,2030,2,10,12,0.325,0.0,0.0
13,BE_Coal,2030,2,13,15,0.325,0.0,0.0
14,BE_Coal,2030,2,16,18,0.325,0.0,0.0
15,BE_Coal,2030,2,19,21,0.325,0.0,0.0
16,BE_Coal,2030,2,22,24,0.325,0.0,0.0
17,BE_Coal,2030,3,1,3,0.325,0.0,0.0
18,BE_Coal,2030,3,4,6,0.325,0.0,0.0
19,BE_Coal,2030,3,7,9,0.325,0.0,0.0
20,BE_Coal,2030,3,10,12,0.325,0.0,0.0
21,BE_Coal,2030,3,13,15,0.325,0.0,0.0
22,BE_Coal,2030,3,16,18,0.325,0.0,0.0
23,BE_Coal,2030,3,19,21,0.325,0.0,0.0
24,BE_Coal,2030,3,22,24,0.325,0.0,0.0
25,BE_Coal,2030,4,1,3,0.325,0.0,0.0
26,BE_Coal,2030,4,4,6,0.325,0.0,0.0
27,BE_Coal,2030,4,7,9,0.325,0.0,0.0
28,BE_Coal,2030,4,10,12,0.325,0.0,0.0
29,BE_Coal,2030,4,13,15,0.325,0.0,0.0
30,BE_Coal,2030,4,16,18,0.325,0.0,0.0
31,BE_Coal,2030,4,19,21,0.325,0.0,0.0
32,BE_Coal,2030,4,22,24,0.325,0.0,0.0
33,BE_Coal,2030,5,1,3,0.325,0.0,0.0
34,BE_Coal,2030,5,4,6,0.325,0.0,0.0
35,BE_Coal,2030,5,7,9,0.325,0.0,0.0
36,BE_Coal,2030,5,10,12,0.325,0.0,0.0
37,BE_Coal,2030,5,13,15,0.325,0.0,0.0
38,BE_Coal,2030,5,16,18,0.325,0.0,0.0
39,BE_Coal,2030,5,19,21,0.325,0.0,0.0
40,BE_Coal,2030,5,22,24,0.325,0.0,0.0
41,BE_Coal,2030,6,1,3,0.325,0.0,0.0
42,BE_Coal,2030,6,4,6,0.325,0.0,0.0
43,BE_Coal,2030,6,7,9,0.325,0.0,0.0
44,BE_Coal,2030,6,10,12,0.325,0.0,0.0
45,BE_Coal,2030,6,13,15,0.325,0.0,0.0
46,BE_Coal,2030,6,16,18,0.325,0.0,0.0
47,BE_Coal,2030,6,19,21,0.325,0.0,0.0
48,BE_Coal,2030,6,22,24,0.325,0.0,0.0
49,BE_Coal,2030,7,1,3,0.325,0.0,0.0
50,BE_Coal,2030,7,4,6,0.325,0.0,0.0
51,BE_Coal,2030,7,7,9,0.325,0.0,0.0
52,BE_Coal,2030,7,10,12,0.325,0.0,0.0
53,BE_Coal,2030,7,13,15,0.325,0.0,0.0
54,BE_Coal,2030,7,16,18,0.325,0.0,0.0
55,BE_Coal,2030,7,19,21,0.325,0.0,0.0
56,BE_Coal,2030,7,22,24,0.325,0.0,0.0
57,BE_Coal,2030,8,1,3,0.325,0.0,0.0
58,BE_Coal,2030,8,4,6,0.325,0.0,0.0
59,BE_Coal,2030,8,7,9,0.325,0.0,0.0
60,BE_Coal,2030,8,10,12,0.325,0.0,0.0
61,BE_Coal,2030,8,13,15,0.325,0.0,0.0
62,BE_Coal,2030,8,16,18,0.325,0.0,0.0
63,BE_Coal,2030,8,19,21,0.325,0.0,0.0
64,BE_Coal,2030,8,22,24,0.325,0.0,0.0
65,BE_Coal,2030,9,1,3,0.325,0.0,0.0
66,BE_Coal,2030,9,4,6,0.325,0.0,0.0
67,BE_Coal,2030,9,7,9,0.325,0.0,0.0
68,BE_Coal,2030,9,10,12,0.325,0.0,0.0
69,BE_Coal,2030,9,13,15,0.325,0.0,0.0
70,BE_Coal,2030,9,16,18,0.325,0.0,0.0
71,BE_Coal,2030,9,19,21,0.325,0.0,0.0
72,BE_Coal,2030,9,22,24,0.325,0.0,0.0
73,BE_Coal,2030,10,1,3,0.325,0.0,0.0
74,BE_Coal,2030,10,4,6,0.325,0.0,0.0
75,BE_Coal,2030,10,7,9,0.325,0.0,0.0
76,BE_Coal,2030,10,10,12,0.325,0.0,0.0
77,BE_Coal,2030,10,13,15,0.325,0.0,0.0
78,BE_Coal,2030,10,16,18,0.325,0.0,0.0
79,BE_Coal,2030,10,19,21,0.325,0.0,0.0
80,BE_Coal,2030,10,22,24,0.325,0.0,0.0
81,BE_Nuclear,2030,1,1,2,0.5,0.0,0.0
82,BE_Nuclear,2030,1,3,4,0.5,0.0,0.0
83,BE_Nuclear,2030,1,5,6,0.5,0.0,0.0
84,BE_Nuclear,2030,1,7,8,0.5,0.0,0.0
85,BE_Nuclear,2030,1,9,10,0.5,0.0,0.0
86,BE_Nuclear,2030,1,11,12,0.5,0.0,0.0
87,BE_Nuclear,2030,1,13,14,0.5,0.0,0.0
88,BE_Nuclear,2030,1,15,16,0.5,0.0,0.0
89,BE_Nuclear,2030,1,17,18,0.5,0.0,0.0
90,BE_Nuclear,2030,1,19,20,0.5,0.0,0.0
91,BE_Nuclear,2030,1,21,22,0.5,0.0,0.0
92,BE_Nuclear,2030,1,23,24,0.5,0.0,0.0
93,BE_Nuclear,2030,2,1,2,0.5,0.0,0.0
94,BE_Nuclear,2030,2,3,4,0.5,0.0,0.0
95,BE_Nuclear,2030,2,5,6,0.5,0.0,0.0
96,BE_Nuclear,2030,2,7,8,0.5,0.0,0.0
97,BE_Nuclear,2030,2,9,10,0.5,0.0,0.0
98,BE_Nuclear,2030,2,11,12,0.5,0.0,0.0
99,BE_Nuclear,2030,2,13,14,0.5,0.0,0.0
100,BE_Nuclear,2030,2,15,16,0.5,0.0,0.0
101,BE_Nuclear,2030,2,17,18,0.5,0.0,0.0
102,BE_Nuclear,2030,2,19,20,0.5,0.0,0.0
103,BE_Nuclear,2030,2,21,22,0.5,0.0,0.0
104,BE_Nuclear,2030,2,23,24,0.5,0.0,0.0
105,BE_Nuclear,2030,3,1,2,0.5,0.0,0.0
106,BE_Nuclear,2030,3,3,4,0.5,0.0,0.0
107,BE_Nuclear,2030,3,5,6,0.5,0.0,0.0
108,BE_Nuclear,2030,3,7,8,0.5,0.0,0.0
109,BE_Nuclear,2030,3,9,10,0.5,0.0,0.0
110,BE_Nuclear,2030,3,11,12,0.5,0.0,0.0
111,BE_Nuclear,2030,3,13,14,0.5,0.0,0.0
112,BE_Nuclear,2030,3,15,16,0.5,0.0,0.0
113,BE_Nuclear,2030,3,17,18,0.5,0.0,0.0
114,BE_Nuclear,2030,3,19,20,0.5,0.0,0.0
115,BE_Nuclear,2030,3,21,22,0.5,0.0,0.0
116,BE_Nuclear,2030,3,23,24,0.5,0.0,0.0
117,BE_Nuclear,2030,4,1,2,0.5,0.0,0.0
118,BE_Nuclear,2030,4,3,4,0.5,0.0,0.0
119,BE_Nuclear,2030,4,5,6,0.5,0.0,0.0
120,BE_Nuclear,2030,4,7,8,0.5,0.0,0.0
121,BE_Nuclear,2030,4,9,10,0.5,0.0,0.0
122,BE_Nuclear,2030,4,11,12,0.5,0.0,0.0
123,BE_Nuclear,2030,4,13,14,0.5,0.0,0.0
124,BE_Nuclear,2030,4,15,16,0.5,0.0,0.0
125,BE_Nuclear,2030,4,17,18,0.5,0.0,0.0
126,BE_Nuclear,2030,4,19,20,0.5,0.0,0.0
127,BE_Nuclear,2030,4,21,22,0.5,0.0,0.0
128,BE_Nuclear,2030,4,23,24,0.5,0.0,0.0
129,BE_Nuclear,2030,5,1,2,0.5,0.0,0.0
130,BE_Nuclear,2030,5,3,4,0.5,0.0,0.0
131,BE_Nuclear,2030,5,5,6,0.5,0.0,0.0
132,BE_Nuclear,2030,5,7,8,0.5,0.0,0.0
133,BE_Nuclear,2030,5,9,10,0.5,0.0,0.0
134,BE_Nuclear,2030,5,11,12,0.5,0.0,0.0
135,BE_Nuclear,2030,5,13,14,0.5,0.0,0.0
136,BE_Nuclear,2030,5,15,16,0.5,0.0,0.0
137,BE_Nuclear,2030,5,17,18,0.5,0.0,0.0
138,BE_Nuclear,2030,5,19,20,0.5,0.0,0.0
139,BE_Nuclear,2030,5,21,22,0.5,0.0,0.0
140,BE_Nuclear,2030,5,23,24,0.5,0.0,0.0
141,BE_Nuclear,2030,6,1,2,0.5,0.0,0.0
142,BE_Nuclear,2030,6,3,4,0.5,0.0,0.0
143,BE_Nuclear,2030,6,5,6,0.5,0.0,0.0
144,BE_Nuclear,2030,6,7,8,0.5,0.0,0.0
145,BE_Nuclear,2030,6,9,10,0.5,0.0,0.0
146,BE_Nuclear,2030,6,11,12,0.5,0.0,0.0
147,BE_Nuclear,2030,6,13,14,0.5,0.0,0.0
148,BE_Nuclear,2030,6,15,16,0.5,0.0,0.0
149,BE_Nuclear,2030,6,17,18,0.5,0.0,0.0
150,BE_Nuclear,2030,6,19,20,0.5,0.0,0.0
151,BE_Nuclear,2030,6,21,22,0.5,0.0,0.0
152,BE_Nuclear,2030,6,23,24,0.5,0.0,0.0
153,BE_Nuclear,2030,7,1,2,0.5,0.0,0.0
154,BE_Nuclear,2030,7,3,4,0.5,0.0,0.0
155,BE_Nuclear,2030,7,5,6,0.5,0.0,0.0
156,BE_Nuclear,2030,7,7,8,0.5,0.0,0.0
157,BE_Nuclear,2030,7,9,10,0.5,0.0,0.0
158,BE_Nuclear,2030,7,11,12,0.5,0.0,0.0
159,BE_Nuclear,2030,7,13,14,0.5,0.0,0.0
160,BE_Nuclear,2030,7,15,16,0.5,0.0,0.0
161,BE_Nuclear,2030,7,17,18,0.5,0.0,0.0
162,BE_Nuclear,2030,7,19,20,0.5,0.0,0.0
163,BE_Nuclear,2030,7,21,22,0.5,0.0,0.0
164,BE_Nuclear,2030,7,23,24,0.5,0.0,0.0
165,BE_Nuclear,2030,8,1,2,0.5,0.0,0.0
166,BE_Nuclear,2030,8,3,4,0.5,0.0,0.0
167,BE_Nuclear,2030,8,5,6,0.5,0.0,0.0
168,BE_Nuclear,2030,8,7,8,0.5,0.0,0.0
169,BE_Nuclear,2030,8,9,10,0.5,0.0,0.0
170,BE_Nuclear,2030,8,11,12,0.5,0.0,0.0
171,BE_Nuclear,2030,8,13,14,0.5,0.0,0.0
172,BE_Nuclear,2030,8,15,16,0.5,0.0,0.0
173,BE_Nuclear,2030,8,17,18,0.5,0.0,0.0
174,BE_Nuclear,2030,8,19,20,0.5,0.0,0.0
175,BE_Nuclear,2030,8,21,22,0.5,0.0,0.0
176,BE_Nuclear,2030,8,23,24,0.5,0.0,0.0
177,BE_Nuclear,2030,9,1,2,0.5,0.0,0.0
178,BE_Nuclear,2030,9,3,4,0.5,0.0,0.0
179,BE_Nuclear,2030,9,5,6,0.5,0.0,0.0
180,BE_Nuclear,2030,9,7,8,0.5,0.0,0.0
181,BE_Nuclear,2030,9,9,10,0.5,0.0,0.0
182,BE_Nuclear,2030,9,11,12,0.5,0.0,0.0
183,BE_Nuclear,2030,9,13,14,0.5,0.0,0.0
184,BE_Nuclear,2030,9,15,16,0.5,0.0,0.0
185,BE_Nuclear,2030,9,17,18,0.5,0.0,0.0
186,BE_Nuclear,2030,9,19,20,0.5,0.0,0.0
187,BE_Nuclear,2030,9,21,22,0.5,0.0,0.0
188,BE_Nuclear,2030,9,23,24,0.5,0.0,0.0
189,BE_Nuclear,2030,10,1,2,0.5,0.0,0.0
190,BE_Nuclear,2030,10,3,4,0.5,0.0,0.0
191,BE_Nuclear,2030,10,5,6,0.5,0.0,0.0
192,BE_Nuclear,2030,10,7,8,0.5,0.0,0.0
193,BE_Nuclear,2030,10,9,10,0.5,0.0,0.0
194,BE_Nuclear,2030,10,11,12,0.5,0.0,0.0
195,BE_Nuclear,2030,10,13,14,0.5,0.0,0.0
196,BE_Nuclear,2030,10,15,16,0.5,0.0,0.0
197,BE_Nuclear,2030,10,17,18,0.5,0.0,0.0
198,BE_Nuclear,2030,10,19,20,0.5,0.0,0.0
199,BE_Nuclear,2030,10,21,22,0.5,0.0,0.0
200,BE_Nuclear,2030,10,23,24,0.5,0.0,0.0
201,CH_Coal,2030,1,1,3,0.325,0.0,0.0
202,CH_Coal,2030,1,4,6,0.325,0.0,0.0
203,CH_Coal,2030,1,7,9,0.325,0.0,0.0
204,CH_Coal,2030,1,10,12,0.325,0.0,0.0
205,CH_Coal,2030,1,13,15,0.325,0.0,0.0
206,CH_Coal,2030,1,16,18,0.325,0.0,0.0
207,CH_Coal,2030,1,19,21,0.325,0.0,0.0
208,CH_Coal,2030,1,22,24,0.325,0.0,0.0
209,CH_Coal,2030,2,1,3,0.325,0.0,0.0
210,CH_Coal,2030,2,4,6,0.325,0.0,0.0
211,CH_Coal,2030,2,7,9,0.325,0.0,0.0
212,CH_Coal,2030,2,10,12,0.325,0.0,0.0
213,CH_Coal,2030,2,13,15,0.325,0.0,0.0
214,CH_Coal,2030,2,16,18,0.325,0.0,0.0
215,CH_Coal,2030,2,19,21,0.325,0.0,0.0
216,CH_Coal,2030,2,22,24,0.325,0.0,0.0
217,CH_Coal,2030,3,1,3,0.325,0.0,0.0
218,CH_Coal,2030,3,4,6,0.325,0.0,0.0
219,CH_Coal,2030,3,7,9,0.325,0.0,0.0
220,CH_Coal,2030,3,10,12,0.325,0.0,0.0
221,CH_Coal,2030,3,13,15,0.325,0.0,0.0
222,CH_Coal,2030,3,16,18,0.325,0.0,0.0
223,CH_Coal,2030,3,19,21,0.325,0.0,0.0
224,CH_Coal,2030,3,22,24,0.325,0.0,0.0
225,CH_Coal,2030,4,1,3,0.325,0.0,0.0
226,CH_Coal,2030,4,4,6,0.325,0.0,0.0
227,CH_Coal,2030,4,7,9,0.325,0.0,0.0
228,CH_Coal,2030,4,10,12,0.325,0.0,0.0
229,CH_Coal,2030,4,13,15,0.325,0.0,0.0
230,CH_Coal,2030,4,16,18,0.325,0.0,0.0
231,CH_Coal,2030,4,19,21,0.325,0.0,0.0
232,CH_Coal,2030,4,22,24,0.325,0.0,0.0
233,CH_Coal,2030,5,1,3,0.325,0.0,0.0
234,CH_Coal,2030,5,4,6,0.325,0.0,0.0
235,CH_Coal,2030,5,7,9,0.325,0.0,0.0
236,CH_Coal,2030,5,10,12,0.325,0.0,0.0
237,CH_Coal,2030,5,13,15,0.325,0.0,0.0
238,CH_Coal,2030,5,16,18,0.325,0.0,0.0
239,CH_Coal,2030,5,19,21,0.325,0.0,0.0
240,CH_Coal,2030,5,22,24,0.325,0.0,0.0
241,CH_Coal,2030,6,1,3,0.325,0.0,0.0
242,CH_Coal,2030,6,4,6,0.325,0.0,0.0
243,CH_Coal,2030,6,7,9,0.325,0.0,0.0
244,CH_Coal,2030,6,10,12,0.325,0.0,0.0
245,CH_Coal,2030,6,13,15,0.325,0.0,0.0
246,CH_Coal,2030,6,16,18,0.325,0.0,0.0
247,CH_Coal,2030,6,19,21,0.325,0.0,0.0
248,CH_Coal,2030,6,22,24,0.325,0.0,0.0
249,CH_Coal,2030,7,1,3,0.325,0.0,0.0
250,CH_Coal,2030,7,4,6,0.325,0.0,0.0
251,CH_Coal,2030,7,7,9,0.325,0.0,0.0
252,CH_Coal,2030,7,10,12,0.325,0.0,0.0
253,CH_Coal,2030,7,13,15,0.325,0.0,0.0
254,CH_Coal,2030,7,16,18,0.325,0.0,0.0
255,CH_Coal,2030,7,19,21,0.325,0.0,0.0
256,CH_Coal,2030,7,22,24,0.325,0.0,0.0
257,CH_Coal,2030,8,1,3,0.325,0.0,0.0
258,CH_Coal,2030,8,4,6,0.325,0.0,0.0
259,CH_Coal,2030,8,7,9,0.325,0.0,0.0
260,CH_Coal,2030,8,10,12,0.325,0.0,0.0
261,CH_Coal,2030,8,13,15,0.325,0.0,0.0
262,CH_Coal,2030,8,16,18,0.325,0.0,0.0
263,CH_Coal,2030,8,19,21,0.325,0.0,0.0
264,CH_Coal,2030,8,22,24,0.325,0.0,0.0
265,CH_Coal,2030,9,1,3,0.325,0.0,0.0
266,CH_Coal,2030,9,4,6,0.325,0.0,0.0
267,CH_Coal,2030,9,7,9,0.325,0.0,0.0
268,CH_Coal,2030,9,10,12,0.325,0.0,0.0
269,CH_Coal,2030,9,13,15,0.325,0.0,0.0
270,CH_Coal,2030,9,16,18,0.325,0.0,0.0
271,CH_Coal,2030,9,19,21,0.325,0.0,0.0
272,CH_Coal,2030,9,22,24,0.325,0.0,0.0
273,CH_Coal,2030,10,1,3,0.325,0.0,0.0
274,CH_Coal,2030,10,4,6,0.325,0.0,0.0
275,CH_Coal,2030,10,7,9,0.325,0.0,0.0
276,CH_Coal,2030,10,10,12,0.325,0.0,0.0
277,CH_Coal,2030,10,13,15,0.325,0.0,0.0
278,CH_Coal,2030,10,16,18,0.325,0.0,0.0
279,CH_Coal,2030,10,19,21,0.325,0.0,0.0
280,CH_Coal,2030,10,22,24,0.325,0.0,0.0
281,CH_Nuclear,2030,1,1,2,0.5,0.0,0.0
282,CH_Nuclear,2030,1,3,4,0.5,0.0,0.0
283,CH_Nuclear,2030,1,5,6,0.5,0.0,0.0
284,CH_Nuclear,2030,1,7,8,0.5,0.0,0.0
285,CH_Nuclear,2030,1,9,10,0.5,0.0,0.0
286,CH_Nuclear,2030,1,11,12,0.5,0.0,0.0
287,CH_Nuclear,2030,1,13,14,0.5,0.0,0.0
288,CH_Nuclear,2030,1,15,16,0.5,0.0,0.0
289,CH_Nuclear,2030,1,17,18,0.5,0.0,0.0
290,CH_Nuclear,2030,1,19,20,0.5,0.0,0.0
291,CH_Nuclear,2030,1,21,22,0.5,0.0,0.0
292,CH_Nuclear,2030,1,23,24,0.5,0.0,0.0
293,CH_Nuclear,2030,2,1,2,0.5,0.4224,0.0
294,CH_Nuclear,2030,2,3,4,0.5,0.4224,0.0
295,CH_Nuclear,2030,2,5,6,0.5,0.4224,0.0
296,CH_Nuclear,2030,2,7,8,0.5,0.4224,0.0
297,CH_Nuclear,2030,2,9,10,0.5,0.4224,0.0
298,CH_Nuclear,2030,2,11,12,0.5,0.4224,0.0
299,CH_Nuclear,2030,2,13,14,0.5,0.4224,0.0
300,CH_Nuclear,2030,2,15,16,0.5,0.4224,0.0
301,CH_Nuclear,2030,2,17,18,0.5,0.0,0.0
302,CH_Nuclear,2030,2,19,20,0.5,0.0,-1.6236
303,CH_Nuclear,2030,2,21,22,0.5,0.0,-0.6401999999999999
304,CH_Nuclear,2030,2,23,24,0.5,0.0,0.0
305,CH_Nuclear,2030,3,1,2,0.5,0.0,0.0
306,CH_Nuclear,2030,3,3,4,0.5,0.0,0.0
307,CH_Nuclear,2030,3,5,6,0.5,0.0,0.0
308,CH_Nuclear,2030,3,7,8,0.5,0.0,0.0
309,CH_Nuclear,2030,3,9,10,0.5,0.0,0.0
310,CH_Nuclear,2030,3,11,12,0.5,0.0,0.0
311,CH_Nuclear,2030,3,13,14,0.5,0.0,0.0
312,CH_Nuclear,2030,3,15,16,0.5,0.0,0.0
313,CH_Nuclear,2030,3,17,18,0.5,0.0,0.0
314,CH_Nuclear,2030,3,19,20,0.5,0.0,0.0
315,CH_Nuclear,2030,3,21,22,0.5,0.0,0.0
316,CH_Nuclear,2030,3,23,24,0.5,0.0,0.0
317,CH_Nuclear,2030,4,1,2,0.5,-0.0,0.0
318,CH_Nuclear,2030,4,3,4,0.5,-0.0,0.0
319,CH_Nuclear,2030,4,5,6,0.5,0.0,0.0
320,CH_Nuclear,2030,4,7,8,0.5,0.0,0.0
321,CH_Nuclear,2030,4,9,10,0.5,0.0,0.0
322,CH_Nuclear,2030,4,11,12,0.5,0.0,0.0
323,CH_Nuclear,2030,4,13,14,0.5,-0.0,0.0
324,CH_Nuclear,2030,4,15,16,0.5,0.0,0.0
325,CH_Nuclear,2030,4,17,18,0.5,0.0,0.0
326,CH_Nuclear,2030,4,19,20,0.5,0.0,0.0
327,CH_Nuclear,2030,4,21,22,0.5,0.0,0.0
328,CH_Nuclear,2030,4,23,24,0.5,0.0,0.0
329,CH_Nuclear,2030,5,1,2,0.5,0.6656,0.0
330,CH_Nuclear,2030,5,3,4,0.5,0.6656,0.0
331,CH_Nuclear,2030,5,5,6,0.5,0.6656,0.0
332,CH_Nuclear,2030,5,7,8,0.5,0.6656,0.0
333,CH_Nuclear,2030,5,9,10,0.5,0.6656,0.0
334,CH_Nuclear,2030,5,11,12,0.5,0.6656,0.0
335,CH_Nuclear,2030,5,13,14,0.5,0.6656,0.0
336,CH_Nuclear,2030,5,15,16,0.5,0.6656,0.0
337,CH_Nuclear,2030,5,17,18,0.5,0.6656,0.0
338,CH_Nuclear,2030,5,19,20,0.5,0.6656,0.0
339,CH_Nuclear,2030,5,21,22,0.5,0.6656,0.0
340,CH_Nuclear,2030,5,23,24,0.5,0.6656,0.0
341,CH_Nuclear,2030,6,1,2,0.5,0.0,0.0
342,CH_Nuclear,2030,6,3,4,0.5,0.0,0.0
343,CH_Nuclear,2030,6,5,6,0.5,0.0,0.0
344,CH_Nuclear,2030,6,7,8,0.5,0.0,0.0
345,CH_Nuclear,2030,6,9,10,0.5,0.0,0.0
346,CH_Nuclear,2030,6,11,12,0.5,0.2304,0.0
347,CH_Nuclear,2030,6,13,14,0.5,0.2304,0.0
348,CH_Nuclear,2030,6,15,16,0.5,0.2304,0.0
349,CH_Nuclear,2030,6,17,18,0.5,0.2304,0.0
350,CH_Nuclear,2030,6,19,20,0.5,0.0,0.0
351,CH_Nuclear,2030,6,21,22,0.5,0.0,-0.8856000000000002
352,CH_Nuclear,2030,6,23,24,0.5,0.2304,0.0
353,CH_Nuclear,2030,7,1,2,0.5,0.0,0.0
