id,asset,year,rep_period,time_block_start,time_block_end,unit_commitment_integer,solution
1,BE_CCGT,2030,1,1,2,true,-0.0
2,BE_CCGT,2030,1,3,4,true,-0.0
3,BE_CCGT,2030,1,5,6,true,-0.0
4,BE_CCGT,2030,1,7,8,true,-0.0
5,BE_CCGT,2030,1,9,10,true,-0.0
6,BE_CCGT,2030,1,11,12,true,-0.0
7,BE_CCGT,2030,1,13,14,true,-0.0
8,BE_CCGT,2030,1,15,16,true,-0.0
9,BE_CCGT,2030,1,17,18,true,-0.0
10,BE_CCGT,2030,1,19,20,true,-0.0
11,BE_CCGT,2030,1,21,22,true,-0.0
12,BE_CCGT,2030,1,23,24,true,-0.0
13,BE_CCGT,2030,2,1,2,true,-0.0
14,BE_CCGT,2030,2,3,4,true,-0.0
15,BE_CCGT,2030,2,5,6,true,-0.0
16,BE_CCGT,2030,2,7,8,true,-0.0
17,BE_CCGT,2030,2,9,10,true,-0.0
18,BE_CCGT,2030,2,11,12,true,-0.0
19,BE_CCGT,2030,2,13,14,true,-0.0
20,BE_CCGT,2030,2,15,16,true,-0.0
21,BE_CCGT,2030,2,17,18,true,-0.0
22,BE_CCGT,2030,2,19,20,true,-0.0
23,BE_CCGT,2030,2,21,22,true,-0.0
24,BE_CCGT,2030,2,23,24,true,-0.0
25,BE_CCGT,2030,3,1,2,true,-0.0
26,BE_CCGT,2030,3,3,4,true,-0.0
27,BE_CCGT,2030,3,5,6,true,-0.0
28,BE_CCGT,2030,3,7,8,true,-0.0
29,BE_CCGT,2030,3,9,10,true,-0.0
30,BE_CCGT,2030,3,11,12,true,-0.0
31,BE_CCGT,2030,3,13,14,true,-0.0
32,BE_CCGT,2030,3,15,16,true,-0.0
33,BE_CCGT,2030,3,17,18,true,-0.0
34,BE_CCGT,2030,3,19,20,true,-0.0
35,BE_CCGT,2030,3,21,22,true,-0.0
36,BE_CCGT,2030,3,23,24,true,-0.0
37,BE_CCGT,2030,4,1,2,true,-0.0
38,BE_CCGT,2030,4,3,4,true,-0.0
39,BE_CCGT,2030,4,5,6,true,-0.0
40,BE_CCGT,2030,4,7,8,true,-0.0
41,BE_CCGT,2030,4,9,10,true,-0.0
42,BE_CCGT,2030,4,11,12,true,-0.0
43,BE_CCGT,2030,4,13,14,true,-0.0
44,BE_CCGT,2030,4,15,16,true,-0.0
45,BE_CCGT,2030,4,17,18,true,-0.0
46,BE_CCGT,2030,4,19,20,true,-0.0
47,BE_CCGT,2030,4,21,22,true,-0.0
48,BE_CCGT,2030,4,23,24,true,-0.0
49,BE_CCGT,2030,5,1,2,true,-0.0
50,BE_CCGT,2030,5,3,4,true,-0.0
51,BE_CCGT,2030,5,5,6,true,-0.0
52,BE_CCGT,2030,5,7,8,true,-0.0
53,BE_CCGT,2030,5,9,10,true,-0.0
54,BE_CCGT,2030,5,11,12,true,-0.0
55,BE_CCGT,2030,5,13,14,true,-0.0
56,BE_CCGT,2030,5,15,16,true,-0.0
57,BE_CCGT,2030,5,17,18,true,-0.0
58,BE_CCGT,2030,5,19,20,true,-0.0
59,BE_CCGT,2030,5,21,22,true,-0.0
60,BE_CCGT,2030,5,23,24,true,-0.0
61,BE_CCGT,2030,6,1,2,true,-0.0
62,BE_CCGT,2030,6,3,4,true,-0.0
63,BE_CCGT,2030,6,5,6,true,-0.0
64,BE_CCGT,2030,6,7,8,true,-0.0
65,BE_CCGT,2030,6,9,10,true,-0.0
66,BE_CCGT,2030,6,11,12,true,-0.0
67,BE_CCGT,2030,6,13,14,true,-0.0
68,BE_CCGT,2030,6,15,16,true,-0.0
69,BE_CCGT,2030,6,17,18,true,-0.0
70,BE_CCGT,2030,6,19,20,true,-0.0
71,BE_CCGT,2030,6,21,22,true,-0.0
72,BE_CCGT,2030,6,23,24,true,-0.0
73,BE_CCGT,2030,7,1,2,true,-0.0
74,BE_CCGT,2030,7,3,4,true,-0.0
75,BE_CCGT,2030,7,5,6,true,-0.0
76,BE_CCGT,2030,7,7,8,true,-0.0
77,BE_CCGT,2030,7,9,10,true,-0.0
78,BE_CCGT,2030,7,11,12,true,-0.0
79,BE_CCGT,2030,7,13,14,true,-0.0
80,BE_CCGT,2030,7,15,16,true,-0.0
81,BE_CCGT,2030,7,17,18,true,0.0
82,BE_CCGT,2030,7,19,20,true,0.0
83,BE_CCGT,2030,7,21,22,true,0.0
84,BE_CCGT,2030,7,23,24,true,0.0
85,BE_CCGT,2030,8,1,2,true,0.0
86,BE_CCGT,2030,8,3,4,true,0.0
87,BE_CCGT,2030,8,5,6,true,0.0
88,BE_CCGT,2030,8,7,8,true,0.0
89,BE_CCGT,2030,8,9,10,true,0.0
90,BE_CCGT,2030,8,11,12,true,0.0
91,BE_CCGT,2030,8,13,14,true,0.0
92,BE_CCGT,2030,8,15,16,true,0.0
93,BE_CCGT,2030,8,17,18,true,0.0
94,BE_CCGT,2030,8,19,20,true,0.0
95,BE_CCGT,2030,8,21,22,true,0.0
96,BE_CCGT,2030,8,23,24,true,0.0
97,BE_CCGT,2030,9,1,2,true,0.0
98,BE_CCGT,2030,9,3,4,true,0.0
99,BE_CCGT,2030,9,5,6,true,0.0
100,BE_CCGT,2030,9,7,8,true,0.0
101,BE_CCGT,2030,9,9,10,true,0.0
102,BE_CCGT,2030,9,11,12,true,0.0
103,BE_CCGT,2030,9,13,14,true,0.0
104,BE_CCGT,2030,9,15,16,true,0.0
105,BE_CCGT,2030,9,17,18,true,0.0
106,BE_CCGT,2030,9,19,20,true,0.0
107,BE_CCGT,2030,9,21,22,true,0.0
108,BE_CCGT,2030,9,23,24,true,0.0
109,BE_CCGT,2030,10,1,2,true,0.0
110,BE_CCGT,2030,10,3,4,true,0.0
111,BE_CCGT,2030,10,5,6,true,0.0
112,BE_CCGT,2030,10,7,8,true,0.0
113,BE_CCGT,2030,10,9,10,true,0.0
114,BE_CCGT,2030,10,11,12,true,0.0
115,BE_CCGT,2030,10,13,14,true,0.0
116,BE_CCGT,2030,10,15,16,true,0.0
117,BE_CCGT,2030,10,17,18,true,0.0
118,BE_CCGT,2030,10,19,20,true,0.0
119,BE_CCGT,2030,10,21,22,true,0.0
120,BE_CCGT,2030,10,23,24,true,0.0
121,BE_Coal,2030,1,1,3,true,0.0
122,BE_Coal,2030,1,4,6,true,0.0
123,BE_Coal,2030,1,7,9,true,0.0
124,BE_Coal,2030,1,10,12,true,0.0
125,BE_Coal,2030,1,13,15,true,0.0
126,BE_Coal,2030,1,16,18,true,0.0
127,BE_Coal,2030,1,19,21,true,0.0
128,BE_Coal,2030,1,22,24,true,0.0
129,BE_Coal,2030,2,1,3,true,0.0
130,BE_Coal,2030,2,4,6,true,0.0
131,BE_Coal,2030,2,7,9,true,0.0
132,BE_Coal,2030,2,10,12,true,0.0
133,BE_Coal,2030,2,13,15,true,0.0
134,BE_Coal,2030,2,16,18,true,0.0
135,BE_Coal,2030,2,19,21,true,0.0
136,BE_Coal,2030,2,22,24,true,0.0
137,BE_Coal,2030,3,1,3,true,0.0
138,BE_Coal,2030,3,4,6,true,0.0
139,BE_Coal,2030,3,7,9,true,0.0
140,BE_Coal,2030,3,10,12,true,0.0
141,BE_Coal,2030,3,13,15,true,-0.0
142,BE_Coal,2030,3,16,18,true,-0.0
143,BE_Coal,2030,3,19,21,true,-0.0
144,BE_Coal,2030,3,22,24,true,-0.0
145,BE_Coal,2030,4,1,3,true,-0.0
146,BE_Coal,2030,4,4,6,true,-0.0
147,BE_Coal,2030,4,7,9,true,-0.0
148,BE_Coal,2030,4,10,12,true,-0.0
149,BE_Coal,2030,4,13,15,true,-0.0
150,BE_Coal,2030,4,16,18,true,-0.0
151,BE_Coal,2030,4,19,21,true,-0.0
152,BE_Coal,2030,4,22,24,true,-0.0
153,BE_Coal,2030,5,1,3,true,-0.0
154,BE_Coal,2030,5,4,6,true,-0.0
155,BE_Coal,2030,5,7,9,true,-0.0
156,BE_Coal,2030,5,10,12,true,-0.0
157,BE_Coal,2030,5,13,15,true,-0.0
158,BE_Coal,2030,5,16,18,true,-0.0
159,BE_Coal,2030,5,19,21,true,-0.0
160,BE_Coal,2030,5,22,24,true,-0.0
161,BE_Coal,2030,6,1,3,true,-0.0
162,BE_Coal,2030,6,4,6,true,-0.0
163,BE_Coal,2030,6,7,9,true,-0.0
164,BE_Coal,2030,6,10,12,true,-0.0
165,BE_Coal,2030,6,13,15,true,-0.0
166,BE_Coal,2030,6,16,18,true,-0.0
167,BE_Coal,2030,6,19,21,true,-0.0
168,BE_Coal,2030,6,22,24,true,-0.0
169,BE_Coal,2030,7,1,3,true,-0.0
170,BE_Coal,2030,7,4,6,true,-0.0
171,BE_Coal,2030,7,7,9,true,-0.0
172,BE_Coal,2030,7,10,12,true,-0.0
173,BE_Coal,2030,7,13,15,true,-0.0
174,BE_Coal,2030,7,16,18,true,-0.0
175,BE_Coal,2030,7,19,21,true,-0.0
176,BE_Coal,2030,7,22,24,true,-0.0
177,BE_Coal,2030,8,1,3,true,-0.0
178,BE_Coal,2030,8,4,6,true,-0.0
179,BE_Coal,2030,8,7,9,true,-0.0
180,BE_Coal,2030,8,10,12,true,-0.0
181,BE_Coal,2030,8,13,15,true,-0.0
182,BE_Coal,2030,8,16,18,true,-0.0
183,BE_Coal,2030,8,19,21,true,-0.0
184,BE_Coal,2030,8,22,24,true,-0.0
185,BE_Coal,2030,9,1,3,true,-0.0
186,BE_Coal,2030,9,4,6,true,-0.0
187,BE_Coal,2030,9,7,9,true,-0.0
188,BE_Coal,2030,9,10,12,true,-0.0
189,BE_Coal,2030,9,13,15,true,-0.0
190,BE_Coal,2030,9,16,18,true,-0.0
191,BE_Coal,2030,9,19,21,true,-0.0
192,BE_Coal,2030,9,22,24,true,-0.0
193,BE_Coal,2030,10,1,3,true,-0.0
194,BE_Coal,2030,10,4,6,true,-0.0
195,BE_Coal,2030,10,7,9,true,-0.0
196,BE_Coal,2030,10,10,12,true,-0.0
197,BE_Coal,2030,10,13,15,true,-0.0
198,BE_Coal,2030,10,16,18,true,-0.0
199,BE_Coal,2030,10,19,21,true,-0.0
200,BE_Coal,2030,10,22,24,true,-0.0
201,BE_Nuclear,2030,1,1,4,true,0.0
202,BE_Nuclear,2030,1,5,8,true,0.0
203,BE_Nuclear,2030,1,9,12,true,0.0
204,BE_Nuclear,2030,1,13,16,true,0.0
205,BE_Nuclear,2030,1,17,20,true,0.0
206,BE_Nuclear,2030,1,21,24,true,0.0
207,BE_Nuclear,2030,2,1,4,true,0.0
208,BE_Nuclear,2030,2,5,8,true,0.0
209,BE_Nuclear,2030,2,9,12,true,0.0
210,BE_Nuclear,2030,2,13,16,true,0.0
211,BE_Nuclear,2030,2,17,20,true,0.0
212,BE_Nuclear,2030,2,21,24,true,0.0
213,BE_Nuclear,2030,3,1,4,true,0.0
214,BE_Nuclear,2030,3,5,8,true,0.0
215,BE_Nuclear,2030,3,9,12,true,0.0
216,BE_Nuclear,2030,3,13,16,true,0.0
217,BE_Nuclear,2030,3,17,20,true,0.0
218,BE_Nuclear,2030,3,21,24,true,0.0
219,BE_Nuclear,2030,4,1,4,true,0.0
220,BE_Nuclear,2030,4,5,8,true,0.0
221,BE_Nuclear,2030,4,9,12,true,0.0
222,BE_Nuclear,2030,4,13,16,true,0.0
223,BE_Nuclear,2030,4,17,20,true,0.0
224,BE_Nuclear,2030,4,21,24,true,0.0
225,BE_Nuclear,2030,5,1,4,true,0.0
226,BE_Nuclear,2030,5,5,8,true,0.0
227,BE_Nuclear,2030,5,9,12,true,0.0
228,BE_Nuclear,2030,5,13,16,true,0.0
229,BE_Nuclear,2030,5,17,20,true,0.0
230,BE_Nuclear,2030,5,21,24,true,0.0
231,BE_Nuclear,2030,6,1,4,true,0.0
232,BE_Nuclear,2030,6,5,8,true,0.0
233,BE_Nuclear,2030,6,9,12,true,0.0
234,BE_Nuclear,2030,6,13,16,true,0.0
235,BE_Nuclear,2030,6,17,20,true,0.0
236,BE_Nuclear,2030,6,21,24,true,0.0
237,BE_Nuclear,2030,7,1,4,true,0.0
238,BE_Nuclear,2030,7,5,8,true,0.0
239,BE_Nuclear,2030,7,9,12,true,0.0
240,BE_Nuclear,2030,7,13,16,true,0.0
241,BE_Nuclear,2030,7,17,20,true,0.0
242,BE_Nuclear,2030,7,21,24,true,0.0
243,BE_Nuclear,2030,8,1,4,true,0.0
244,BE_Nuclear,2030,8,5,8,true,0.0
245,BE_Nuclear,2030,8,9,12,true,0.0
246,BE_Nuclear,2030,8,13,16,true,0.0
247,BE_Nuclear,2030,8,17,20,true,0.0
248,BE_Nuclear,2030,8,21,24,true,0.0
249,BE_Nuclear,2030,9,1,4,true,0.0
250,BE_Nuclear,2030,9,5,8,true,0.0
251,BE_Nuclear,2030,9,9,12,true,0.0
252,BE_Nuclear,2030,9,13,16,true,0.0
253,BE_Nuclear,2030,9,17,20,true,0.0
254,BE_Nuclear,2030,9,21,24,true,0.0
255,BE_Nuclear,2030,10,1,4,true,0.0
256,BE_Nuclear,2030,10,5,8,true,0.0
257,BE_Nuclear,2030,10,9,12,true,0.0
258,BE_Nuclear,2030,10,13,16,true,0.0
259,BE_Nuclear,2030,10,17,20,true,0.0
260,BE_Nuclear,2030,10,21,24,true,0.0
261,BE_OCGT,2030,1,1,2,true,-0.0
262,BE_OCGT,2030,1,3,4,true,-0.0
263,BE_OCGT,2030,1,5,6,true,-0.0
264,BE_OCGT,2030,1,7,8,true,-0.0
265,BE_OCGT,2030,1,9,10,true,-0.0
266,BE_OCGT,2030,1,11,12,true,-0.0
267,BE_OCGT,2030,1,13,14,true,-0.0
268,BE_OCGT,2030,1,15,16,true,-0.0
269,BE_OCGT,2030,1,17,18,true,-0.0
270,BE_OCGT,2030,1,19,20,true,-0.0
271,BE_OCGT,2030,1,21,22,true,-0.0
272,BE_OCGT,2030,1,23,24,true,-0.0
273,BE_OCGT,2030,2,1,2,true,-0.0
274,BE_OCGT,2030,2,3,4,true,-0.0
275,BE_OCGT,2030,2,5,6,true,-0.0
276,BE_OCGT,2030,2,7,8,true,-0.0
277,BE_OCGT,2030,2,9,10,true,-0.0
278,BE_OCGT,2030,2,11,12,true,-0.0
279,BE_OCGT,2030,2,13,14,true,-0.0
280,BE_OCGT,2030,2,15,16,true,-0.0
281,BE_OCGT,2030,2,17,18,true,0.0
282,BE_OCGT,2030,2,19,20,true,0.0
283,BE_OCGT,2030,2,21,22,true,0.0
284,BE_OCGT,2030,2,23,24,true,0.0
285,BE_OCGT,2030,3,1,2,true,0.0
286,BE_OCGT,2030,3,3,4,true,0.0
287,BE_OCGT,2030,3,5,6,true,0.0
288,BE_OCGT,2030,3,7,8,true,0.0
289,BE_OCGT,2030,3,9,10,true,0.0
290,BE_OCGT,2030,3,11,12,true,0.0
291,BE_OCGT,2030,3,13,14,true,0.0
292,BE_OCGT,2030,3,15,16,true,0.0
293,BE_OCGT,2030,3,17,18,true,0.0
294,BE_OCGT,2030,3,19,20,true,0.0
295,BE_OCGT,2030,3,21,22,true,0.0
296,BE_OCGT,2030,3,23,24,true,0.0
297,BE_OCGT,2030,4,1,2,true,0.0
298,BE_OCGT,2030,4,3,4,true,0.0
299,BE_OCGT,2030,4,5,6,true,0.0
300,BE_OCGT,2030,4,7,8,true,0.0
301,BE_OCGT,2030,4,9,10,true,0.0
302,BE_OCGT,2030,4,11,12,true,0.0
303,BE_OCGT,2030,4,13,14,true,0.0
304,BE_OCGT,2030,4,15,16,true,0.0
305,BE_OCGT,2030,4,17,18,true,0.0
306,BE_OCGT,2030,4,19,20,true,0.0
307,BE_OCGT,2030,4,21,22,true,0.0
308,BE_OCGT,2030,4,23,24,true,0.0
309,BE_OCGT,2030,5,1,2,true,0.0
310,BE_OCGT,2030,5,3,4,true,0.0
311,BE_OCGT,2030,5,5,6,true,0.0
312,BE_OCGT,2030,5,7,8,true,0.0
313,BE_OCGT,2030,5,9,10,true,0.0
314,BE_OCGT,2030,5,11,12,true,0.0
315,BE_OCGT,2030,5,13,14,true,0.0
316,BE_OCGT,2030,5,15,16,true,0.0
317,BE_OCGT,2030,5,17,18,true,0.0
318,BE_OCGT,2030,5,19,20,true,0.0
319,BE_OCGT,2030,5,21,22,true,0.0
320,BE_OCGT,2030,5,23,24,true,0.0
321,BE_OCGT,2030,6,1,2,true,0.0
322,BE_OCGT,2030,6,3,4,true,0.0
323,BE_OCGT,2030,6,5,6,true,0.0
324,BE_OCGT,2030,6,7,8,true,0.0
325,BE_OCGT,2030,6,9,10,true,0.0
326,BE_OCGT,2030,6,11,12,true,0.0
327,BE_OCGT,2030,6,13,14,true,0.0
328,BE_OCGT,2030,6,15,16,true,0.0
329,BE_OCGT,2030,6,17,18,true,0.0
330,BE_OCGT,2030,6,19,20,true,0.0
331,BE_OCGT,2030,6,21,22,true,0.0
332,BE_OCGT,2030,6,23,24,true,0.0
333,BE_OCGT,2030,7,1,2,true,0.0
334,BE_OCGT,2030,7,3,4,true,0.0
335,BE_OCGT,2030,7,5,6,true,0.0
336,BE_OCGT,2030,7,7,8,true,0.0
337,BE_OCGT,2030,7,9,10,true,0.0
338,BE_OCGT,2030,7,11,12,true,0.0
339,BE_OCGT,2030,7,13,14,true,0.0
340,BE_OCGT,2030,7,15,16,true,0.0
341,BE_OCGT,2030,7,17,18,true,0.0
342,BE_OCGT,2030,7,19,20,true,0.0
343,BE_OCGT,2030,7,21,22,true,0.0
344,BE_OCGT,2030,7,23,24,true,0.0
345,BE_OCGT,2030,8,1,2,true,0.0
346,BE_OCGT,2030,8,3,4,true,0.0
347,BE_OCGT,2030,8,5,6,true,0.0
348,BE_OCGT,2030,8,7,8,true,0.0
349,BE_OCGT,2030,8,9,10,true,0.0
350,BE_OCGT,2030,8,11,12,true,0.0
351,BE_OCGT,2030,8,13,14,true,0.0
352,BE_OCGT,2030,8,15,16,true,0.0
353,BE_OCGT,2030,8,17,18,true,0.0
354,BE_OCGT,2030,8,19,20,true,0.0
355,BE_OCGT,2030,8,21,22,true,0.0
356,BE_OCGT,2030,8,23,24,true,0.0
357,BE_OCGT,2030,9,1,2,true,0.0
358,BE_OCGT,2030,9,3,4,true,0.0
359,BE_OCGT,2030,9,5,6,true,0.0
360,BE_OCGT,2030,9,7,8,true,0.0
361,BE_OCGT,2030,9,9,10,true,0.0
362,BE_OCGT,2030,9,11,12,true,0.0
363,BE_OCGT,2030,9,13,14,true,0.0
364,BE_OCGT,2030,9,15,16,true,0.0
365,BE_OCGT,2030,9,17,18,true,0.0
366,BE_OCGT,2030,9,19,20,true,0.0
367,BE_OCGT,2030,9,21,22,true,0.0
368,BE_OCGT,2030,9,23,24,true,0.0
369,BE_OCGT,2030,10,1,2,true,0.0
370,BE_OCGT,2030,10,3,4,true,0.0
371,BE_OCGT,2030,10,5,6,true,0.0
372,BE_OCGT,2030,10,7,8,true,0.0
373,BE_OCGT,2030,10,9,10,true,0.0
374,BE_OCGT,2030,10,11,12,true,0.0
375,BE_OCGT,2030,10,13,14,true,0.0
376,BE_OCGT,2030,10,15,16,true,0.0
377,BE_OCGT,2030,10,17,18,true,0.0
378,BE_OCGT,2030,10,19,20,true,0.0
379,BE_OCGT,2030,10,21,22,true,0.0
380,BE_OCGT,2030,10,23,24,true,0.0
381,CH_CCGT,2030,1,1,2,true,0.0
382,CH_CCGT,2030,1,3,4,true,0.0
383,CH_CCGT,2030,1,5,6,true,0.0
384,CH_CCGT,2030,1,7,8,true,0.0
385,CH_CCGT,2030,1,9,10,true,0.0
386,CH_CCGT,2030,1,11,12,true,0.0
387,CH_CCGT,2030,1,13,14,true,0.0
388,CH_CCGT,2030,1,15,16,true,0.0
389,CH_CCGT,2030,1,17,18,true,0.0
390,CH_CCGT,2030,1,19,20,true,0.0
391,CH_CCGT,2030,1,21,22,true,0.0
392,CH_CCGT,2030,1,23,24,true,0.0
393,CH_CCGT,2030,2,1,2,true,0.0
394,CH_CCGT,2030,2,3,4,true,0.0
395,CH_CCGT,2030,2,5,6,true,0.0
396,CH_CCGT,2030,2,7,8,true,0.0
397,CH_CCGT,2030,2,9,10,true,0.0
398,CH_CCGT,2030,2,11,12,true,0.0
399,CH_CCGT,2030,2,13,14,true,0.0
400,CH_CCGT,2030,2,15,16,true,0.0
401,CH_CCGT,2030,2,17,18,true,0.0
402,CH_CCGT,2030,2,19,20,true,0.0
403,CH_CCGT,2030,2,21,22,true,0.0
404,CH_CCGT,2030,2,23,24,true,0.0
405,CH_CCGT,2030,3,1,2,true,0.0
406,CH_CCGT,2030,3,3,4,true,0.0
407,CH_CCGT,2030,3,5,6,true,0.0
408,CH_CCGT,2030,3,7,8,true,0.0
409,CH_CCGT,2030,3,9,10,true,0.0
410,CH_CCGT,2030,3,11,12,true,0.0
411,CH_CCGT,2030,3,13,14,true,0.0
412,CH_CCGT,2030,3,15,16,true,0.0
413,CH_CCGT,2030,3,17,18,true,0.0
414,CH_CCGT,2030,3,19,20,true,0.0
415,CH_CCGT,2030,3,21,22,true,0.0
416,CH_CCGT,2030,3,23,24,true,0.0
417,CH_CCGT,2030,4,1,2,true,0.0
418,CH_CCGT,2030,4,3,4,true,0.0
419,CH_CCGT,2030,4,5,6,true,0.0
420,CH_CCGT,2030,4,7,8,true,0.0
421,CH_CCGT,2030,4,9,10,true,-0.0
422,CH_CCGT,2030,4,11,12,true,-0.0
423,CH_CCGT,2030,4,13,14,true,-0.0
424,CH_CCGT,2030,4,15,16,true,0.0
425,CH_CCGT,2030,4,17,18,true,-0.0
426,CH_CCGT,2030,4,19,20,true,-0.0
427,CH_CCGT,2030,4,21,22,true,-0.0
428,CH_CCGT,2030,4,23,24,true,-0.0
429,CH_CCGT,2030,5,1,2,true,-0.0
430,CH_CCGT,2030,5,3,4,true,-0.0
431,CH_CCGT,2030,5,5,6,true,-0.0
432,CH_CCGT,2030,5,7,8,true,-0.0
433,CH_CCGT,2030,5,9,10,true,-0.0
434,CH_CCGT,2030,5,11,12,true,-0.0
435,CH_CCGT,2030,5,13,14,true,-0.0
436,CH_CCGT,2030,5,15,16,true,-0.0
437,CH_CCGT,2030,5,17,18,true,-0.0
438,CH_CCGT,2030,5,19,20,true,-0.0
439,CH_CCGT,2030,5,21,22,true,-0.0
440,CH_CCGT,2030,5,23,24,true,-0.0
441,CH_CCGT,2030,6,1,2,true,-0.0
442,CH_CCGT,2030,6,3,4,true,-0.0
443,CH_CCGT,2030,6,5,6,true,-0.0
444,CH_CCGT,2030,6,7,8,true,0.0
445,CH_CCGT,2030,6,9,10,true,-0.0
446,CH_CCGT,2030,6,11,12,true,-0.0
447,CH_CCGT,2030,6,13,14,true,-0.0
448,CH_CCGT,2030,6,15,16,true,-0.0
449,CH_CCGT,2030,6,17,18,true,-0.0
450,CH_CCGT,2030,6,19,20,true,-0.0
451,CH_CCGT,2030,6,21,22,true,-0.0
452,CH_CCGT,2030,6,23,24,true,-0.0
453,CH_CCGT,2030,7,1,2,true,1.0
454,CH_CCGT,2030,7,3,4,true,1.0
