id,asset,year,rep_period,time_block_start,time_block_end,dual_su_sd_eq_units_on_diff
1,BE_Coal,2030,1,1,4,0.0
2,BE_Coal,2030,1,5,8,0.0
3,BE_Coal,2030,1,9,12,0.0
4,BE_Coal,2030,1,13,16,0.0
5,BE_Coal,2030,1,17,20,0.0
6,BE_Coal,2030,1,21,24,0.0
7,BE_Coal,2030,2,1,4,0.0
8,BE_Coal,2030,2,5,8,0.0
9,BE_Coal,2030,2,9,12,0.0
10,BE_Coal,2030,2,13,16,0.0
11,BE_Coal,2030,2,17,20,0.0
12,BE_Coal,2030,2,21,24,0.0
13,BE_Coal,2030,3,1,4,0.0
14,BE_Coal,2030,3,5,8,0.0
15,BE_Coal,2030,3,9,12,0.0
16,BE_Coal,2030,3,13,16,0.0
17,BE_Coal,2030,3,17,20,0.0
18,BE_Coal,2030,3,21,24,0.0
19,BE_Coal,2030,4,1,4,0.0
20,BE_Coal,2030,4,5,8,0.0
21,BE_Coal,2030,4,9,12,0.0
22,BE_Coal,2030,4,13,16,0.0
23,BE_Coal,2030,4,17,20,0.0
24,BE_Coal,2030,4,21,24,0.0
25,BE_Coal,2030,5,1,4,0.0
26,BE_Coal,2030,5,5,8,0.0
27,BE_Coal,2030,5,9,12,0.0
28,BE_Coal,2030,5,13,16,0.0
29,BE_Coal,2030,5,17,20,0.0
30,BE_Coal,2030,5,21,24,0.0
31,BE_Coal,2030,6,1,4,0.0
32,BE_Coal,2030,6,5,8,0.0
33,BE_Coal,2030,6,9,12,0.0
34,BE_Coal,2030,6,13,16,0.0
35,BE_Coal,2030,6,17,20,0.0
36,BE_Coal,2030,6,21,24,0.0
37,BE_Coal,2030,7,1,4,0.0
38,BE_Coal,2030,7,5,8,0.0
39,BE_Coal,2030,7,9,12,0.0
40,BE_Coal,2030,7,13,16,0.0
41,BE_Coal,2030,7,17,20,0.0
42,BE_Coal,2030,7,21,24,0.0
43,BE_Coal,2030,8,1,4,0.0
44,BE_Coal,2030,8,5,8,0.0
45,BE_Coal,2030,8,9,12,0.0
46,BE_Coal,2030,8,13,16,0.0
47,BE_Coal,2030,8,17,20,0.0
48,BE_Coal,2030,8,21,24,0.0
49,BE_Coal,2030,9,1,4,0.0
50,BE_Coal,2030,9,5,8,0.0
51,BE_Coal,2030,9,9,12,0.0
52,BE_Coal,2030,9,13,16,0.0
53,BE_Coal,2030,9,17,20,0.0
54,BE_Coal,2030,9,21,24,0.0
55,BE_Coal,2030,10,1,4,0.0
56,BE_Coal,2030,10,5,8,0.0
57,BE_Coal,2030,10,9,12,0.0
58,BE_Coal,2030,10,13,16,0.0
59,BE_Coal,2030,10,17,20,0.0
60,BE_Coal,2030,10,21,24,0.0
61,BE_Nuclear,2030,1,1,4,0.0
62,BE_Nuclear,2030,1,5,8,0.0
63,BE_Nuclear,2030,1,9,12,0.0
64,BE_Nuclear,2030,1,13,16,0.0
65,BE_Nuclear,2030,1,17,20,0.0
66,BE_Nuclear,2030,1,21,24,0.0
67,BE_Nuclear,2030,2,1,4,0.0
68,BE_Nuclear,2030,2,5,8,0.0
69,BE_Nuclear,2030,2,9,12,0.0
70,BE_Nuclear,2030,2,13,16,0.0
71,BE_Nuclear,2030,2,17,20,0.0
72,BE_Nuclear,2030,2,21,24,0.0
73,BE_Nuclear,2030,3,1,4,0.0
74,BE_Nuclear,2030,3,5,8,0.0
75,BE_Nuclear,2030,3,9,12,0.0
76,BE_Nuclear,2030,3,13,16,0.0
77,BE_Nuclear,2030,3,17,20,0.0
78,BE_Nuclear,2030,3,21,24,0.0
79,BE_Nuclear,2030,4,1,4,0.0
80,BE_Nuclear,2030,4,5,8,0.0
81,BE_Nuclear,2030,4,9,12,0.0
82,BE_Nuclear,2030,4,13,16,0.0
83,BE_Nuclear,2030,4,17,20,0.0
84,BE_Nuclear,2030,4,21,24,0.0
85,BE_Nuclear,2030,5,1,4,0.0
86,BE_Nuclear,2030,5,5,8,0.0
87,BE_Nuclear,2030,5,9,12,0.0
88,BE_Nuclear,2030,5,13,16,0.0
89,BE_Nuclear,2030,5,17,20,0.0
90,BE_Nuclear,2030,5,21,24,0.0
91,BE_Nuclear,2030,6,1,4,0.0
92,BE_Nuclear,2030,6,5,8,0.0
93,BE_Nuclear,2030,6,9,12,0.0
94,BE_Nuclear,2030,6,13,16,0.0
95,BE_Nuclear,2030,6,17,20,0.0
96,BE_Nuclear,2030,6,21,24,0.0
97,BE_Nuclear,2030,7,1,4,0.0
98,BE_Nuclear,2030,7,5,8,0.0
99,BE_Nuclear,2030,7,9,12,0.0
100,BE_Nuclear,2030,7,13,16,0.0
101,BE_Nuclear,2030,7,17,20,0.0
102,BE_Nuclear,2030,7,21,24,0.0
103,BE_Nuclear,2030,8,1,4,0.0
104,BE_Nuclear,2030,8,5,8,0.0
105,BE_Nuclear,2030,8,9,12,0.0
106,BE_Nuclear,2030,8,13,16,0.0
107,BE_Nuclear,2030,8,17,20,0.0
108,BE_Nuclear,2030,8,21,24,0.0
109,BE_Nuclear,2030,9,1,4,0.0
110,BE_Nuclear,2030,9,5,8,0.0
111,BE_Nuclear,2030,9,9,12,0.0
112,BE_Nuclear,2030,9,13,16,0.0
113,BE_Nuclear,2030,9,17,20,0.0
114,BE_Nuclear,2030,9,21,24,0.0
115,BE_Nuclear,2030,10,1,4,0.0
116,BE_Nuclear,2030,10,5,8,0.0
117,BE_Nuclear,2030,10,9,12,0.0
118,BE_Nuclear,2030,10,13,16,0.0
119,BE_Nuclear,2030,10,17,20,0.0
120,BE_Nuclear,2030,10,21,24,0.0
121,CH_Coal,2030,1,1,4,0.0
122,CH_Coal,2030,1,5,8,0.0
123,CH_Coal,2030,1,9,12,0.0
124,CH_Coal,2030,1,13,16,0.0
125,CH_Coal,2030,1,17,20,0.0
126,CH_Coal,2030,1,21,24,0.0
127,CH_Coal,2030,2,1,4,0.0
128,CH_Coal,2030,2,5,8,0.0
129,CH_Coal,2030,2,9,12,0.0
130,CH_Coal,2030,2,13,16,0.0
131,CH_Coal,2030,2,17,20,0.0
132,CH_Coal,2030,2,21,24,0.0
133,CH_Coal,2030,3,1,4,0.0
134,CH_Coal,2030,3,5,8,0.0
135,CH_Coal,2030,3,9,12,0.0
136,CH_Coal,2030,3,13,16,0.0
137,CH_Coal,2030,3,17,20,0.0
138,CH_Coal,2030,3,21,24,0.0
139,CH_Coal,2030,4,1,4,0.0
140,CH_Coal,2030,4,5,8,0.0
141,CH_Coal,2030,4,9,12,0.0
142,CH_Coal,2030,4,13,16,0.0
143,CH_Coal,2030,4,17,20,0.0
144,CH_Coal,2030,4,21,24,0.0
145,CH_Coal,2030,5,1,4,0.0
146,CH_Coal,2030,5,5,8,0.0
147,CH_Coal,2030,5,9,12,0.0
148,CH_Coal,2030,5,13,16,0.0
149,CH_Coal,2030,5,17,20,0.0
150,CH_Coal,2030,5,21,24,0.0
151,CH_Coal,2030,6,1,4,0.0
152,CH_Coal,2030,6,5,8,0.0
153,CH_Coal,2030,6,9,12,0.0
154,CH_Coal,2030,6,13,16,0.0
155,CH_Coal,2030,6,17,20,0.0
156,CH_Coal,2030,6,21,24,0.0
157,CH_Coal,2030,7,1,4,0.0
158,CH_Coal,2030,7,5,8,0.0
159,CH_Coal,2030,7,9,12,0.0
160,CH_Coal,2030,7,13,16,0.0
161,CH_Coal,2030,7,17,20,0.0
162,CH_Coal,2030,7,21,24,0.0
163,CH_Coal,2030,8,1,4,0.0
164,CH_Coal,2030,8,5,8,0.0
165,CH_Coal,2030,8,9,12,0.0
166,CH_Coal,2030,8,13,16,0.0
167,CH_Coal,2030,8,17,20,0.0
168,CH_Coal,2030,8,21,24,0.0
169,CH_Coal,2030,9,1,4,0.0
170,CH_Coal,2030,9,5,8,0.0
171,CH_Coal,2030,9,9,12,0.0
172,CH_Coal,2030,9,13,16,0.0
173,CH_Coal,2030,9,17,20,0.0
174,CH_Coal,2030,9,21,24,0.0
175,CH_Coal,2030,10,1,4,0.0
176,CH_Coal,2030,10,5,8,0.0
177,CH_Coal,2030,10,9,12,0.0
178,CH_Coal,2030,10,13,16,0.0
179,CH_Coal,2030,10,17,20,0.0
180,CH_Coal,2030,10,21,24,0.0
181,CH_Nuclear,2030,1,1,4,0.0
182,CH_Nuclear,2030,1,5,8,0.0
183,CH_Nuclear,2030,1,9,12,0.0
184,CH_Nuclear,2030,1,13,16,0.0
185,CH_Nuclear,2030,1,17,20,0.0
186,CH_Nuclear,2030,1,21,24,0.0
187,CH_Nuclear,2030,2,1,4,0.0
188,CH_Nuclear,2030,2,5,8,0.0
189,CH_Nuclear,2030,2,9,12,0.0
190,CH_Nuclear,2030,2,13,16,0.0
191,CH_Nuclear,2030,2,17,20,0.0
192,CH_Nuclear,2030,2,21,24,0.0
193,CH_Nuclear,2030,3,1,4,0.0
194,CH_Nuclear,2030,3,5,8,0.0
195,CH_Nuclear,2030,3,9,12,0.0
196,CH_Nuclear,2030,3,13,16,0.0
197,CH_Nuclear,2030,3,17,20,0.0
198,CH_Nuclear,2030,3,21,24,0.0
199,CH_Nuclear,2030,4,1,4,0.0
200,CH_Nuclear,2030,4,5,8,0.0
201,CH_Nuclear,2030,4,9,12,0.0
202,CH_Nuclear,2030,4,13,16,0.0
203,CH_Nuclear,2030,4,17,20,0.0
204,CH_Nuclear,2030,4,21,24,0.0
205,CH_Nuclear,2030,5,1,4,0.0
206,CH_Nuclear,2030,5,5,8,0.0
207,CH_Nuclear,2030,5,9,12,0.0
208,CH_Nuclear,2030,5,13,16,0.0
209,CH_Nuclear,2030,5,17,20,0.0
210,CH_Nuclear,2030,5,21,24,0.0
211,CH_Nuclear,2030,6,1,4,0.0
212,CH_Nuclear,2030,6,5,8,0.0
213,CH_Nuclear,2030,6,9,12,0.0
214,CH_Nuclear,2030,6,13,16,0.0
215,CH_Nuclear,2030,6,17,20,0.0
216,CH_Nuclear,2030,6,21,24,0.0
217,CH_Nuclear,2030,7,1,4,0.0
218,CH_Nuclear,2030,7,5,8,0.0
219,CH_Nuclear,2030,7,9,12,0.0
220,CH_Nuclear,2030,7,13,16,0.0
221,CH_Nuclear,2030,7,17,20,0.0
222,CH_Nuclear,2030,7,21,24,0.0
223,CH_Nuclear,2030,8,1,4,0.0
224,CH_Nuclear,2030,8,5,8,0.0
225,CH_Nuclear,2030,8,9,12,0.0
226,CH_Nuclear,2030,8,13,16,0.0
227,CH_Nuclear,2030,8,17,20,0.0
228,CH_Nuclear,2030,8,21,24,0.0
229,CH_Nuclear,2030,9,1,4,0.0
230,CH_Nuclear,2030,9,5,8,0.0
231,CH_Nuclear,2030,9,9,12,0.0
232,CH_Nuclear,2030,9,13,16,0.0
233,CH_Nuclear,2030,9,17,20,0.0
234,CH_Nuclear,2030,9,21,24,0.0
235,CH_Nuclear,2030,10,1,4,0.0
236,CH_Nuclear,2030,10,5,8,0.0
237,CH_Nuclear,2030,10,9,12,0.0
238,CH_Nuclear,2030,10,13,16,0.0
239,CH_Nuclear,2030,10,17,20,0.0
240,CH_Nuclear,2030,10,21,24,0.0
241,DE_Coal,2030,1,1,4,0.0
242,DE_Coal,2030,1,5,8,0.0
243,DE_Coal,2030,1,9,12,0.0
244,DE_Coal,2030,1,13,16,0.0
245,DE_Coal,2030,1,17,20,0.0
246,DE_Coal,2030,1,21,24,0.0
247,DE_Coal,2030,2,1,4,0.0
248,DE_Coal,2030,2,5,8,0.0
249,DE_Coal,2030,2,9,12,0.0
250,DE_Coal,2030,2,13,16,0.0
251,DE_Coal,2030,2,17,20,0.0
252,DE_Coal,2030,2,21,24,0.0
253,DE_Coal,2030,3,1,4,0.0
254,DE_Coal,2030,3,5,8,0.0
255,DE_Coal,2030,3,9,12,0.0
256,DE_Coal,2030,3,13,16,0.0
257,DE_Coal,2030,3,17,20,0.0
258,DE_Coal,2030,3,21,24,0.0
259,DE_Coal,2030,4,1,4,0.0
260,DE_Coal,2030,4,5,8,0.0
261,DE_Coal,2030,4,9,12,0.0
262,DE_Coal,2030,4,13,16,0.0
263,DE_Coal,2030,4,17,20,0.0
264,DE_Coal,2030,4,21,24,0.0
265,DE_Coal,2030,5,1,4,0.0
266,DE_Coal,2030,5,5,8,0.0
267,DE_Coal,2030,5,9,12,0.0
268,DE_Coal,2030,5,13,16,0.0
269,DE_Coal,2030,5,17,20,0.0
270,DE_Coal,2030,5,21,24,0.0
271,DE_Coal,2030,6,1,4,0.0
272,DE_Coal,2030,6,5,8,0.0
273,DE_Coal,2030,6,9,12,0.0
274,DE_Coal,2030,6,13,16,0.0
275,DE_Coal,2030,6,17,20,0.0
276,DE_Coal,2030,6,21,24,0.0
277,DE_Coal,2030,7,1,4,0.0
278,DE_Coal,2030,7,5,8,0.0
279,DE_Coal,2030,7,9,12,0.0
280,DE_Coal,2030,7,13,16,0.0
281,DE_Coal,2030,7,17,20,0.0
282,DE_Coal,2030,7,21,24,0.0
283,DE_Coal,2030,8,1,4,0.0
284,DE_Coal,2030,8,5,8,0.0
285,DE_Coal,2030,8,9,12,0.0
286,DE_Coal,2030,8,13,16,0.0
287,DE_Coal,2030,8,17,20,0.0
288,DE_Coal,2030,8,21,24,0.0
289,DE_Coal,2030,9,1,4,0.0
290,DE_Coal,2030,9,5,8,0.0
291,DE_Coal,2030,9,9,12,0.0
292,DE_Coal,2030,9,13,16,0.0
293,DE_Coal,2030,9,17,20,0.0
294,DE_Coal,2030,9,21,24,0.0
295,DE_Coal,2030,10,1,4,0.0
296,DE_Coal,2030,10,5,8,0.0
297,DE_Coal,2030,10,9,12,0.0
298,DE_Coal,2030,10,13,16,0.0
299,DE_Coal,2030,10,17,20,0.0
300,DE_Coal,2030,10,21,24,0.0
301,DE_Nuclear,2030,1,1,4,0.0
302,DE_Nuclear,2030,1,5,8,0.0
303,DE_Nuclear,2030,1,9,12,0.0
304,DE_Nuclear,2030,1,13,16,0.0
305,DE_Nuclear,2030,1,17,20,0.0
306,DE_Nuclear,2030,1,21,24,0.0
307,DE_Nuclear,2030,2,1,4,0.0
308,DE_Nuclear,2030,2,5,8,0.0
309,DE_Nuclear,2030,2,9,12,0.0
310,DE_Nuclear,2030,2,13,16,0.0
311,DE_Nuclear,2030,2,17,20,0.0
312,DE_Nuclear,2030,2,21,24,0.0
313,DE_Nuclear,2030,3,1,4,0.0
314,DE_Nuclear,2030,3,5,8,0.0
315,DE_Nuclear,2030,3,9,12,0.0
316,DE_Nuclear,2030,3,13,16,0.0
317,DE_Nuclear,2030,3,17,20,0.0
318,DE_Nuclear,2030,3,21,24,0.0
319,DE_Nuclear,2030,4,1,4,0.0
320,DE_Nuclear,2030,4,5,8,0.0
321,DE_Nuclear,2030,4,9,12,0.0
322,DE_Nuclear,2030,4,13,16,0.0
323,DE_Nuclear,2030,4,17,20,0.0
324,DE_Nuclear,2030,4,21,24,0.0
325,DE_Nuclear,2030,5,1,4,0.0
326,DE_Nuclear,2030,5,5,8,0.0
327,DE_Nuclear,2030,5,9,12,0.0
328,DE_Nuclear,2030,5,13,16,0.0
329,DE_Nuclear,2030,5,17,20,0.0
330,DE_Nuclear,2030,5,21,24,0.0
331,DE_Nuclear,2030,6,1,4,0.0
332,DE_Nuclear,2030,6,5,8,0.0
333,DE_Nuclear,2030,6,9,12,0.0
334,DE_Nuclear,2030,6,13,16,0.0
335,DE_Nuclear,2030,6,17,20,0.0
336,DE_Nuclear,2030,6,21,24,0.0
337,DE_Nuclear,2030,7,1,4,0.0
338,DE_Nuclear,2030,7,5,8,0.0
339,DE_Nuclear,2030,7,9,12,0.0
340,DE_Nuclear,2030,7,13,16,0.0
341,DE_Nuclear,2030,7,17,20,0.0
342,DE_Nuclear,2030,7,21,24,0.0
343,DE_Nuclear,2030,8,1,4,0.0
344,DE_Nuclear,2030,8,5,8,0.0
345,DE_Nuclear,2030,8,9,12,0.0
346,DE_Nuclear,2030,8,13,16,0.0
347,DE_Nuclear,2030,8,17,20,0.0
348,DE_Nuclear,2030,8,21,24,0.0
349,DE_Nuclear,2030,9,1,4,0.0
350,DE_Nuclear,2030,9,5,8,0.0
351,DE_Nuclear,2030,9,9,12,0.0
352,DE_Nuclear,2030,9,13,16,0.0
353,DE_Nuclear,2030,9,17,20,0.0
354,DE_Nuclear,2030,9,21,24,0.0
355,DE_Nuclear,2030,10,1,4,0.0
356,DE_Nuclear,2030,10,5,8,0.0
357,DE_Nuclear,2030,10,9,12,0.0
358,DE_Nuclear,2030,10,13,16,0.0
359,DE_Nuclear,2030,10,17,20,0.0
360,DE_Nuclear,2030,10,21,24,0.0
361,FR_Coal,2030,1,1,4,0.0
362,FR_Coal,2030,1,5,8,0.0
363,FR_Coal,2030,1,9,12,0.0
364,FR_Coal,2030,1,13,16,0.0
365,FR_Coal,2030,1,17,20,0.0
366,FR_Coal,2030,1,21,24,0.0
367,FR_Coal,2030,2,1,4,0.0
368,FR_Coal,2030,2,5,8,0.0
369,FR_Coal,2030,2,9,12,0.0
370,FR_Coal,2030,2,13,16,0.0
371,FR_Coal,2030,2,17,20,0.0
372,FR_Coal,2030,2,21,24,0.0
373,FR_Coal,2030,3,1,4,0.0
374,FR_Coal,2030,3,5,8,0.0
375,FR_Coal,2030,3,9,12,0.0
376,FR_Coal,2030,3,13,16,0.0
377,FR_Coal,2030,3,17,20,0.0
378,FR_Coal,2030,3,21,24,0.0
379,FR_Coal,2030,4,1,4,0.0
380,FR_Coal,2030,4,5,8,0.0
381,FR_Coal,2030,4,9,12,0.0
382,FR_Coal,2030,4,13,16,0.0
383,FR_Coal,2030,4,17,20,0.0
384,FR_Coal,2030,4,21,24,0.0
385,FR_Coal,2030,5,1,4,0.0
386,FR_Coal,2030,5,5,8,0.0
387,FR_Coal,2030,5,9,12,0.0
388,FR_Coal,2030,5,13,16,0.0
389,FR_Coal,2030,5,17,20,0.0
390,FR_Coal,2030,5,21,24,0.0
391,FR_Coal,2030,6,1,4,0.0
392,FR_Coal,2030,6,5,8,0.0
393,FR_Coal,2030,6,9,12,0.0
394,FR_Coal,2030,6,13,16,0.0
395,FR_Coal,2030,6,17,20,0.0
396,FR_Coal,2030,6,21,24,0.0
397,FR_Coal,2030,7,1,4,0.0
398,FR_Coal,2030,7,5,8,0.0
399,FR_Coal,2030,7,9,12,0.0
400,FR_Coal,2030,7,13,16,0.0
401,FR_Coal,2030,7,17,20,0.0
402,FR_Coal,2030,7,21,24,0.0
403,FR_Coal,2030,8,1,4,0.0
404,FR_Coal,2030,8,5,8,0.0
405,FR_Coal,2030,8,9,12,0.0
406,FR_Coal,2030,8,13,16,0.0
407,FR_Coal,2030,8,17,20,0.0
408,FR_Coal,2030,8,21,24,0.0
409,FR_Coal,2030,9,1,4,0.0
410,FR_Coal,2030,9,5,8,0.0
411,FR_Coal,2030,9,9,12,0.0
412,FR_Coal,2030,9,13,16,0.0
413,FR_Coal,2030,9,17,20,0.0
414,FR_Coal,2030,9,21,24,0.0
415,FR_Coal,2030,10,1,4,0.0
416,FR_Coal,2030,10,5,8,0.0
417,FR_Coal,2030,10,9,12,0.0
418,FR_Coal,2030,10,13,16,0.0
419,FR_Coal,2030,10,17,20,0.0
420,FR_Coal,2030,10,21,24,0.0
421,FR_Nuclear,2030,1,1,4,0.0
422,FR_Nuclear,2030,1,5,8,0.0
423,FR_Nuclear,2030,1,9,12,0.0
